time_ms,depth_m,pa
279041,93.084,1008995.0
279449,93.092,1009071.2
279857,93.104,1009185.4
280265,93.111,1009261.6
280469,93.115,1009299.6
280877,93.123,1009375.8
281285,93.131,1009451.9
281693,93.139,1009527.9
282101,93.146,1009604.1
282509,93.154,1009680.0
283121,93.166,1009793.9
283529,93.173,1009869.9
283937,93.181,1009945.8
284345,93.189,1010021.6
284753,93.197,1010097.4
285161,93.204,1010173.2
285569,93.212,1010248.9
285977,93.220,1010324.6
286385,93.228,1010400.2
286793,93.235,1010475.9
287201,93.243,1010551.4
287609,93.251,1010626.9
288017,93.258,1010702.4
288425,93.266,1010777.8
288833,93.274,1010853.2
289241,93.281,1010928.6
289649,93.289,1011003.8
290057,93.301,1011116.6
290465,93.308,1011191.7
290873,93.316,1011266.7
291281,93.324,1011341.7
291689,93.331,1011416.6
292097,93.339,1011491.6
292505,93.346,1011566.3
293117,93.358,1011678.4
293525,93.366,1011753.0
293933,93.373,1011827.6
294341,93.381,1011902.1
294749,93.388,1011976.6
294953,93.392,1012013.8
295361,93.400,1012088.1
295769,93.407,1012162.3
296177,93.415,1012236.4
296585,93.422,1012310.6
296993,93.430,1012384.6
297401,93.437,1012458.6
297809,93.445,1012532.4
298217,93.453,1012606.2
298829,93.464,1012716.8
299237,93.471,1012790.3
299645,93.479,1012863.8
300053,93.486,1012937.1
300461,93.497,1013047.0
300869,93.505,1013120.1
301277,93.512,1013193.3
301685,93.520,1013266.2
302093,93.527,1013339.1
302501,93.535,1013411.9
302909,93.542,1013484.6
303317,93.549,1013557.2
303725,93.557,1013629.7
304337,93.568,1013738.2
304745,93.575,1013810.5
305561,93.590,1013954.6
305765,93.594,1013990.6
306173,93.601,1014062.4
306581,93.608,1014134.2
306989,93.616,1014205.9
307397,93.623,1014277.4
307805,93.630,1014348.8
308213,93.637,1014420.1
308621,93.645,1014491.3
309641,93.663,1014668.8
310049,93.670,1014739.5
310457,93.681,1014845.5
310865,93.688,1014915.9
311273,93.695,1014986.4
311681,93.702,1015056.6
312089,93.710,1015126.7
312497,93.717,1015196.6
312905,93.724,1015266.4
313313,93.731,1015336.1
313721,93.738,1015405.8
314129,93.745,1015475.2
314537,93.752,1015544.4
314945,93.759,1015613.7
315353,93.766,1015682.7
315761,93.773,1015751.6
316169,93.780,1015820.4
316577,93.787,1015888.9
316985,93.794,1015957.4
317393,93.801,1016025.8
317801,93.808,1016094.1
318209,93.815,1016162.1
318617,93.822,1016230.0
319025,93.829,1016297.8
319433,93.836,1016365.3
319841,93.843,1016432.8
320249,93.850,1016500.1
320657,93.860,1016600.8
321065,93.867,1016667.8
321473,93.874,1016734.5
321881,93.880,1016801.1
322289,93.887,1016867.6
322697,93.894,1016933.9
323105,93.901,1017000.0
323513,93.907,1017066.0
323921,93.914,1017131.9
324329,93.921,1017197.5
324737,93.927,1017263.1
325145,93.934,1017328.4
325553,93.941,1017393.4
326573,93.957,1017555.8
326981,93.964,1017620.3
327389,93.970,1017684.6
327797,93.977,1017748.9
328205,93.983,1017813.0
328613,93.990,1017876.9
329021,93.996,1017940.6
329225,94.000,1017972.3
329837,94.009,1018067.4
330041,94.013,1018099.1
330449,94.019,1018162.1
330857,94.029,1018256.4
331265,94.035,1018319.0
331673,94.041,1018381.5
332081,94.048,1018443.7
332693,94.057,1018536.8
333101,94.064,1018598.6
333509,94.070,1018660.2
333917,94.076,1018721.6
334325,94.082,1018782.8
334733,94.089,1018843.8
335141,94.095,1018904.7
335549,94.101,1018965.4
335957,94.107,1019025.8
336365,94.113,1019086.0
336773,94.119,1019146.1
337181,94.126,1019205.9
337589,94.132,1019265.5
337997,94.138,1019325.0
338405,94.144,1019384.3
338813,94.150,1019443.3
339221,94.156,1019502.2
339629,94.162,1019560.8
340037,94.168,1019619.3
340445,94.174,1019677.6
340853,94.180,1019735.6
341261,94.188,1019822.2
341669,94.194,1019879.7
342077,94.200,1019937.0
342485,94.206,1019994.1
342893,94.212,1020050.9
343301,94.217,1020107.6
343709,94.223,1020164.0
344117,94.229,1020220.2
344525,94.235,1020276.3
344933,94.240,1020332.1
345341,94.246,1020387.6
345749,94.252,1020442.9
346157,94.257,1020498.1
346565,94.263,1020553.0
346973,94.268,1020607.7
347381,94.274,1020662.1
347789,94.280,1020716.3
348197,94.285,1020770.4
348605,94.291,1020824.1
349013,94.296,1020877.8
349421,94.301,1020931.0
349829,94.307,1020984.1
350237,94.312,1021036.9
350645,94.318,1021089.6
351053,94.323,1021142.1
351461,94.331,1021220.2
351869,94.336,1021272.1
352277,94.341,1021323.6
352685,94.347,1021374.9
353093,94.352,1021426.1
353705,94.360,1021502.2
353909,94.362,1021527.6
354317,94.367,1021577.9
354725,94.373,1021628.1
355133,94.378,1021678.0
355541,94.383,1021727.6
355949,94.388,1021777.1
356357,94.393,1021826.2
356765,94.398,1021875.1
357173,94.403,1021923.8
357581,94.408,1021972.3
357989,94.413,1022020.4
358397,94.417,1022068.4
358805,94.422,1022116.1
359213,94.427,1022163.6
359621,94.432,1022210.8
360029,94.437,1022257.7
360437,94.441,1022304.4
360845,94.446,1022350.8
361253,94.451,1022397.0
361865,94.460,1022488.5
362273,94.465,1022533.9
362681,94.469,1022579.2
363094,94.474,1022624.1
363501,94.479,1022668.6
363909,94.483,1022713.1
364317,94.488,1022757.2
364725,94.492,1022801.0
365133,94.497,1022844.6
365541,94.501,1022887.9
365949,94.505,1022931.0
366357,94.510,1022973.8
366765,94.514,1023016.3
367173,94.518,1023058.6
367581,94.523,1023100.6
367989,94.527,1023142.4
368397,94.531,1023183.8
368805,94.535,1023224.9
369213,94.540,1023265.9
369417,94.542,1023286.2
369825,94.546,1023326.8
370233,94.550,1023367.0
371253,94.560,1023466.4
371661,94.566,1023525.2
372069,94.570,1023564.2
372477,94.574,1023602.8
372885,94.578,1023641.1
373293,94.582,1023679.1
373701,94.586,1023717.0
374109,94.589,1023754.5
374517,94.593,1023791.6
374925,94.597,1023828.6
375333,94.601,1023865.2
375741,94.604,1023901.6
376149,94.608,1023937.7
376557,94.612,1023973.4
376965,94.615,1024009.0
377373,94.619,1024044.3
377781,94.622,1024079.2
378189,94.626,1024113.9
378597,94.629,1024148.3
379005,94.633,1024182.4
379413,94.636,1024216.2
379821,94.640,1024249.8
380229,94.643,1024283.0
380637,94.647,1024315.9
381045,94.650,1024348.6
381453,94.653,1024381.0
381861,94.658,1024428.9
382269,94.661,1024460.7
382677,94.665,1024492.0
383085,94.668,1024523.1
383493,94.671,1024553.8
383901,94.674,1024584.4
384309,94.677,1024614.5
384717,94.680,1024644.4
385125,94.683,1024674.1
385533,94.686,1024703.2
385941,94.689,1024732.3
386349,94.692,1024761.0
386757,94.695,1024789.4
387165,94.698,1024817.6
387573,94.701,1024845.4
387981,94.703,1024872.9
388389,94.706,1024900.1
388797,94.709,1024927.1
389205,94.712,1024953.7
389613,94.714,1024980.0
390021,94.717,1025006.1
390429,94.720,1025031.7
390837,94.722,1025057.1
391245,94.725,1025082.2
391653,94.727,1025107.1
392061,94.731,1025143.8
392469,94.733,1025167.8
392877,94.736,1025191.6
393285,94.738,1025215.1
393693,94.741,1025238.2
394101,94.743,1025261.1
394509,94.745,1025283.6
394917,94.748,1025305.8
395325,94.750,1025327.7
395733,94.752,1025349.3
396141,94.754,1025370.6
396549,94.756,1025391.6
396957,94.758,1025412.3
397365,94.760,1025432.6
397773,94.763,1025452.8
398181,94.765,1025472.6
398589,94.767,1025492.0
398997,94.768,1025511.1
399405,94.770,1025530.0
399813,94.772,1025548.5
400221,94.774,1025566.8
400425,94.775,1025575.8
400629,94.776,1025584.7
401037,94.778,1025602.2
401445,94.780,1025619.5
401853,94.781,1025636.6
402261,94.784,1025661.4
402669,94.785,1025677.6
403077,94.787,1025693.5
403485,94.789,1025709.0
403893,94.790,1025724.2
404301,94.792,1025739.2
404709,94.793,1025753.8
405117,94.795,1025768.1
405525,94.796,1025782.2
405933,94.797,1025795.9
406341,94.799,1025809.2
406749,94.800,1025822.2
407157,94.801,1025835.0
407565,94.803,1025847.4
407973,94.804,1025859.6
408381,94.805,1025871.3
408789,94.806,1025882.8
409197,94.807,1025893.9
409605,94.809,1025904.8
410013,94.810,1025915.3
410421,94.811,1025925.5
410829,94.812,1025935.4
411237,94.813,1025945.0
411645,94.814,1025954.2
412053,94.815,1025963.1
412461,94.816,1025975.9
412869,94.817,1025984.1
413277,94.817,1025991.9
413685,94.818,1025999.4
414093,94.819,1026006.6
414501,94.820,1026013.4
414909,94.820,1026020.1
415317,94.821,1026026.2
415521,94.821,1026029.3
416541,94.823,1026043.1
416745,94.823,1026045.6
417153,94.823,1026050.4
417561,94.824,1026054.9
417969,94.824,1026059.0
418377,94.825,1026062.9
418785,94.825,1026066.4
419193,94.825,1026069.5
419601,94.826,1026072.4
420009,94.826,1026074.9
420417,94.826,1026077.2
420825,94.826,1026079.2
421233,94.827,1026080.8
421845,94.827,1026082.6
422253,94.827,1026083.3
422661,94.827,1026084.0
422865,94.827,1026084.0
423273,94.827,1026083.9
423885,94.827,1026083.0
424293,94.827,1026082.0
424701,94.827,1026080.8
425109,94.826,1026079.2
425517,94.826,1026077.2
425925,94.826,1026074.9
426333,94.826,1026072.4
426741,94.825,1026069.5
427149,94.825,1026066.4
427557,94.825,1026062.9
427965,94.824,1026059.0
428373,94.824,1026054.9
428781,94.823,1026050.4
429189,94.823,1026045.6
429597,94.822,1026040.5
429801,94.822,1026037.8
430209,94.822,1026032.2
430617,94.821,1026026.2
431025,94.820,1026020.1
431433,94.820,1026013.4
432045,94.819,1026003.1
432453,94.818,1025995.8
432861,94.817,1025984.1
433269,94.816,1025975.9
434085,94.814,1025958.8
434289,94.814,1025954.2
434697,94.813,1025945.0
435105,94.812,1025935.4
435513,94.811,1025925.5
435921,94.810,1025915.3
436329,94.809,1025904.8
436737,94.807,1025893.9
437145,94.806,1025882.8
437553,94.805,1025871.3
437961,94.804,1025859.6
438369,94.803,1025847.4
438777,94.801,1025835.0
439185,94.800,1025822.2
439593,94.799,1025809.2
440001,94.797,1025795.9
440409,94.796,1025782.2
440817,94.795,1025768.1
441225,94.793,1025753.8
441633,94.792,1025739.2
442041,94.790,1025724.2
442449,94.789,1025709.0
442857,94.786,1025685.6
443265,94.785,1025669.4
443673,94.783,1025653.2
444081,94.781,1025636.6
444489,94.780,1025619.5
444897,94.778,1025602.2
445305,94.776,1025584.7
445713,94.774,1025566.8
446121,94.772,1025548.5
446529,94.770,1025530.0
446937,94.768,1025511.1
447345,94.767,1025492.0
447753,94.765,1025472.6
448161,94.763,1025452.8
448569,94.760,1025432.6
448977,94.758,1025412.3
449385,94.756,1025391.6
449793,94.754,1025370.6
450201,94.752,1025349.3
450609,94.750,1025327.7
451017,94.748,1025305.8
451425,94.745,1025283.6
451833,94.743,1025261.1
452241,94.741,1025238.2
452649,94.738,1025215.1
453057,94.735,1025179.8
453465,94.732,1025155.8
453873,94.730,1025131.6
454281,94.727,1025107.1
454689,94.725,1025082.2
455097,94.722,1025057.1
455505,94.720,1025031.7
455913,94.717,1025006.1
456321,94.714,1024980.0
456729,94.712,1024953.7
457137,94.709,1024927.1
457545,94.706,1024900.1
457953,94.703,1024872.9
458361,94.701,1024845.4
458769,94.698,1024817.6
459177,94.695,1024789.4
459585,94.692,1024761.0
459993,94.689,1024732.3
